step,method,mean_projection,std_projection,ci95_low,ci95_high,mean_direction_variance,mean_path_error_to_sgd,mean_coord_1,mean_coord_2
78,standard_langevin,0.0008437945041805505,0.0002843072802202947,0.0005945881853928517,0.0010930008229682493,5.408112e-07,0.0008045755093917251,-0.0023078478407114744,-0.005427700467407703
79,standard_langevin,0.0008616075268946588,0.000279693810957989,0.0006164450922129475,0.00110676996157637,5.953668e-07,0.0008170061628334224,-0.0022822453174740076,-0.0054473550990223885
80,standard_langevin,0.0008611569530330599,0.00028128195137865303,0.000614602451895488,0.0011077114541706316,5.691752e-07,0.0009584423387423158,-0.00225828611291945,-0.005609321407973766
0,modified_langevin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,modified_langevin,3.973562543251319e-05,2.5561891413311247e-05,1.73296397137294e-05,6.214161115129698e-05,1.2240693e-08,0.00015288853319361806,-5.058716396888485e-06,2.8897255106130615e-05
2,modified_langevin,7.81327580625657e-05,3.62428893679022e-05,4.636446484613329e-05,0.00010990105127899811,2.3481698e-08,0.0001953561877598986,3.932300842279801e-06,-9.414972623744688e-07
3,modified_langevin,8.03603710664902e-05,5.6814781301682566e-05,3.056001952449048e-05,0.0001301607226084899,3.5396525e-08,0.0003285278507973999,1.6969270291156135e-05,-8.490219624945894e-05
4,modified_langevin,0.00012443753439583816,5.2750934299265315e-05,7.819930180768343e-05,0.00017067576698399288,4.5246782e-08,0.00042777496855705976,-1.3587654393631965e-05,-0.0001076475964509882
5,modified_langevin,0.00017067575608962216,0.0001059558692959202,7.780134175620412e-05,0.0002635501704230402,7.198165e-08,0.0006182986544445157,6.296024366747588e-05,-0.00014151568757370114
6,modified_langevin,0.00017980357515625655,7.913845626694674e-05,0.00011043565976012,0.0002491714905523931,5.9565007e-08,0.0005147933843545616,-2.2263144273892976e-05,-0.00022260102559812367
7,modified_langevin,0.0001369005607557483,7.243429892857889e-05,7.340909836346603e-05,0.00020039202314803059,5.110812e-08,0.00047274510143324733,-0.0002337269252166152,-0.00030664567020721734
8,modified_langevin,0.00012382387067191302,4.831847453073546e-05,8.147086037294486e-05,0.00016617688097088118,5.2102873e-08,0.0005161272711120546,-0.0003010078507941216,-0.0003867628111038357
9,modified_langevin,0.0001240119308931753,5.7307853014889035e-05,7.377938293871892e-05,0.00017424447884763168,7.192387e-08,0.0005501401610672474,-0.00036379709490574896,-0.0004638358950614929
10,modified_langevin,0.00013658258685609326,5.4358131201029604e-05,8.893558406991432e-05,0.0001842295896422722,9.412103e-08,0.0005690409452654421,-0.00037186965346336365,-0.0005996545660309494
11,modified_langevin,0.00015123842895263805,4.165032703840354e-05,0.00011473030763579467,0.00018774655026948143,9.3922296e-08,0.000539191416464746,-0.0003796308592427522,-0.0007058988558128476
12,modified_langevin,0.0001715610473183915,4.3032992625066775e-05,0.0001338409661787121,0.0002092811284580709,9.317946e-08,0.0006288839504122734,-0.0003963300841860473,-0.0007117741042748094
13,modified_langevin,0.00013684873410966248,3.4865864186290154e-05,0.00010628745668305297,0.000167410011536272,9.147902e-08,0.0005767931579612195,-0.00046109865070320666,-0.0008037780644372106
14,modified_langevin,0.00014684585330542176,4.4497404234338925e-05,0.00010784215879483639,0.00018584954781600713,8.131488e-08,0.0005257304874248803,-0.0005324471276253462,-0.0009095125715248287
15,modified_langevin,0.00013422964693745598,3.186768515236119e-05,0.00010629638930524977,0.00016216290456966219,9.8589815e-08,0.0005499820108525455,-0.0006495192064903677,-0.0009522138279862702
16,modified_langevin,0.0001489495552959852,3.9891411957117576e-05,0.00011398319102499657,0.00018391591956697383,1.226427e-07,0.0005662072799168527,-0.0006560295587405562,-0.001067149918526411
17,modified_langevin,0.00011721699411282316,0.00010531127633566589,2.4907590420768114e-05,0.0002095263978048782,1.6984556e-07,0.000496489810757339,-0.0007833607378415763,-0.0011365858372300863
18,modified_langevin,0.00016388337826356292,8.68769230993829e-05,8.77323976188761e-05,0.00024003435890824972,1.6262693e-07,0.0007247954490594566,-0.0007834188872948289,-0.0011033316841349006
19,modified_langevin,0.00015300599825422977,0.00011942272972561164,4.832736029800923e-05,0.0002576846362104503,2.083367e-07,0.0006565356743521988,-0.0008446177234873176,-0.0012381663545966148
20,modified_langevin,0.00019212539773434402,9.75282937556722e-05,0.00010663807906398151,0.0002776127164047065,1.8580249e-07,0.0008118742262013257,-0.0007366195204667747,-0.001348526799120009
21,modified_langevin,0.00023774682777002453,8.461174263912136e-05,0.00016358136534159375,0.00031191229019845535,1.9227214e-07,0.000926587323192507,-0.000688461062964052,-0.0013277492253109813
22,modified_langevin,0.00022157754792715423,0.00011656425705995271,0.00011940447173429113,0.0003237506241200173,2.0129602e-07,0.0008880638051778078,-0.0007704003946855664,-0.0013581379316747189
23,modified_langevin,0.0002524630646803416,0.0001241771512338081,0.00014361699252720344,0.0003613091368334798,2.3397008e-07,0.000885159126482904,-0.0008023333502933383,-0.001434572390280664
24,modified_langevin,0.0002714867194299586,0.00013577241115950882,0.00015247695382784724,0.00039049648503207,2.4673616e-07,0.0008293339051306248,-0.0007716940599493682,-0.0014858093345537782
25,modified_langevin,0.00026171023591814446,0.00016971668039765723,0.00011294700647851557,0.0004104734653577733,1.9231175e-07,0.0007378737791441381,-0.0008390896837227046,-0.001649074605666101
26,modified_langevin,0.0002659192919963971,0.0002072671187951444,8.424165208282197e-05,0.00044759693190997223,2.3150609e-07,0.0006167758838273585,-0.0009330268949270248,-0.0018037643749266863
27,modified_langevin,0.00027249900886090473,0.00023870027965541645,6.326898865027802e-05,0.00048172902907153145,2.3814574e-07,0.0005821678205393255,-0.0009518165024928749,-0.0018291078740730882
28,modified_langevin,0.00027283972594887017,0.00028226344732992,2.5424905677962225e-05,0.0005202545462197781,2.8539515e-07,0.0005609942018054426,-0.0010338039137423038,-0.0019254734506830573
29,modified_langevin,0.0003086464072111994,0.00030619220670474213,4.0257104569191066e-05,0.0005770357098532077,2.8723102e-07,0.0007259899284690619,-0.0009330870816484094,-0.0020017242059111595
30,modified_langevin,0.00030100495205260814,0.00032357302725862094,1.7380688475425975e-05,0.0005846292156297903,3.1311865e-07,0.0006890659569762647,-0.0009303528931923211,-0.002131036249920726
31,modified_langevin,0.0003194451914168894,0.00029639532783439637,5.9643231726479434e-05,0.0005792471511072994,3.1005476e-07,0.0006813527434132993,-0.0009545221109874547,-0.0021983222104609013
32,modified_langevin,0.00035142999404342846,0.0002941534744837328,9.359310545618496e-05,0.0006092668826306719,3.1630262e-07,0.0007586295832879841,-0.0008930436451919377,-0.002238874789327383
33,modified_langevin,0.00034969145490322263,0.00028273442615701634,0.00010186380348836124,0.000597519106318084,3.1254888e-07,0.0007706032483838499,-0.0008928583702072501,-0.002313463483005762
34,modified_langevin,0.00037781502833240667,0.0002718711528238854,0.00013950945582891355,0.0006161206008358998,3.3105152e-07,0.0008532351930625737,-0.0008448672597296536,-0.0024091950617730618
35,modified_langevin,0.00044024590170010924,0.0003080271964057174,0.00017024815966801895,0.0007102436437321995,3.5271535e-07,0.0009772503981366754,-0.0007570525631308556,-0.0023967756424099207
36,modified_langevin,0.0004415776602400001,0.0002780927167553243,0.00019781864650470017,0.0006853366739753001,3.9188816e-07,0.0009181033819913864,-0.0008308538235723972,-0.0024893595837056637
37,modified_langevin,0.0004483949080167804,0.0003051781698597473,0.00018089444785907444,0.0007158953681744864,4.040826e-07,0.0008830632432363927,-0.000872191390953958,-0.0025653608608990908
38,modified_langevin,0.0004781392228323966,0.00028752211997033327,0.00022611497275929875,0.0007301634729054945,3.7251039e-07,0.0008828869322314858,-0.0008708891691640019,-0.0025478892493993044
39,modified_langevin,0.0005129057099111378,0.000294594544131585,0.0002546822067314538,0.0007711292130908219,3.7055383e-07,0.0009244940592907369,-0.000857630162499845,-0.002542833797633648
40,modified_langevin,0.0004857938503846526,0.0003095616072342801,0.00021445113796067576,0.0007571365628086294,3.8508685e-07,0.0008075452060438693,-0.000985843362286687,-0.0026134965009987354
41,modified_langevin,0.0004811815975699574,0.00034749346237081323,0.00017659014815957918,0.0007857730469803357,3.9832503e-07,0.0007712931837886572,-0.001060218084603548,-0.0027350434102118015
42,modified_langevin,0.0004861207020439906,0.0003540448726533136,0.00017578668832746885,0.0007964547157605123,4.7434477e-07,0.0008410339942201972,-0.0010418100282549858,-0.0027747545391321182
43,modified_langevin,0.0005312232824508101,0.0003571608288153112,0.00021815801273537908,0.000844288552166241,4.6828686e-07,0.0008881155517883599,-0.001012821914628148,-0.0027990874368697405
44,modified_langevin,0.0005253390525467693,0.00035230503954744835,0.0002165300697871816,0.0008341480353063571,4.653102e-07,0.0008303626673296094,-0.0010685953311622143,-0.002894939621910453
45,modified_langevin,0.000551004933367949,0.00035535117001058705,0.00023952589953306819,0.0008624839672028298,4.2870462e-07,0.0008072712807916105,-0.0010899174958467484,-0.0029320844914764166
46,modified_langevin,0.0005595335853286088,0.0003734663421592077,0.00023217590300514472,0.0008868912676520729,4.523655e-07,0.0007862970815040171,-0.0011317366734147072,-0.002990181092172861
47,modified_langevin,0.0005732161051128059,0.0003566264570276029,0.00026061923292126384,0.000885812977304348,4.481483e-07,0.0008278399473056197,-0.001183012267574668,-0.003032719250768423
48,modified_langevin,0.0005913338536629453,0.00034154484285359426,0.0002919565991567783,0.0008907111081691123,4.524965e-07,0.0008691541152074933,-0.001220631180331111,-0.003122742520645261
49,modified_langevin,0.0006076236575609073,0.00032892055711476807,0.00031931207739786365,0.0008959352377239508,4.8217265e-07,0.0009293078328482807,-0.0012282169191166759,-0.0032111131586134434
50,modified_langevin,0.000648067967267707,0.00032553467428715193,0.0003627242442578918,0.0009334116902775223,4.7262088e-07,0.0009619253687560558,-0.0011909573804587126,-0.0032707280479371548
51,modified_langevin,0.0006637699843849987,0.0003268164871049013,0.00037730270290197554,0.0009502372658680219,4.806446e-07,0.0011170400539413095,-0.0011495738290250301,-0.0033015504013746977
52,modified_langevin,0.0006879890977870673,0.0003473669260242168,0.0003835085623747538,0.0009924696331993807,5.2566634e-07,0.0011427957797423005,-0.0011567475739866495,-0.003339023096486926
53,modified_langevin,0.0006933087192010134,0.00035651024579403653,0.0003808137106469288,0.001005803727755098,5.060662e-07,0.001054267049767077,-0.001170317642390728,-0.0034490860998630524
54,modified_langevin,0.0007232252100948244,0.0003585449709067933,0.0004089466863430209,0.001037503733846628,4.7386558e-07,0.0011289388639852405,-0.0011691686231642962,-0.003494680393487215
55,modified_langevin,0.0007172529178205878,0.00034179686269027236,0.00041765475818771644,0.001016851077453459,4.776362e-07,0.0011213580146431923,-0.001184800174087286,-0.003565732389688492
56,modified_langevin,0.000736706837778911,0.0003047258590462994,0.00046960284552972946,0.0010038108300280924,4.827149e-07,0.0011201625457033515,-0.00120267434976995,-0.0037140208296477795
57,modified_langevin,0.0007384514203295112,0.0003144856151779128,0.00046279262464391934,0.001014110216015103,5.479653e-07,0.0010479685151949525,-0.0012642258079722524,-0.0038043633103370667
58,modified_langevin,0.000741320673841983,0.00032457011437750046,0.0004568224248704977,0.0010258189228134684,5.72326e-07,0.0010198841337114573,-0.0012546548387035728,-0.003908841870725155
59,modified_langevin,0.000739150814479217,0.0002863050683547039,0.00048819335718283105,0.0009901082717756029,5.3566583e-07,0.000944927625823766,-0.0013220293913036585,-0.003994193859398365
60,modified_langevin,0.0007265583670232445,0.00024779853059402204,0.000509353378243189,0.0009437633558032999,5.921396e-07,0.0008673821575939655,-0.0014294662978500128,-0.004084963351488113
61,modified_langevin,0.0007581744284834713,0.00022888410232454264,0.0005575486670709269,0.0009588001898960157,6.494018e-07,0.0008939136750996113,-0.0014984895242378116,-0.004122212063521147
62,modified_langevin,0.0007532725052442401,0.0002697547536294139,0.0005168220384275618,0.0009897229720609185,6.6198976e-07,0.0007808805676177144,-0.0016306837787851691,-0.0041859326884150505
63,modified_langevin,0.0007396096538286656,0.0002736503234890255,0.0004997445694772484,0.0009794747381800827,6.7436775e-07,0.0007384864147752523,-0.0016713828081265092,-0.0042596906423568726
64,modified_langevin,0.0007316797680687159,0.0002676561465352021,0.00049706881147536,0.0009662907246620717,6.7612064e-07,0.000732270535081625,-0.0016971305012702942,-0.004339313600212336
65,modified_langevin,0.0007213705976027995,0.0002872075375102246,0.0004696220912137119,0.0009731191039918872,6.5938076e-07,0.0006987176602706313,-0.001774229807779193,-0.0043785753659904
66,modified_langevin,0.0007318902818951756,0.00030216272813067785,0.0004670329729513181,0.0009967475908390332,6.8087326e-07,0.000666735868435353,-0.001897056819871068,-0.0044157253578305244
67,modified_langevin,0.0007447655778378248,0.0003062860008394522,0.0004762940610118642,0.0010132370946637852,6.8968615e-07,0.0007310709333978593,-0.0019101444631814957,-0.004506219178438187
68,modified_langevin,0.0007641026575583964,0.00032761437728584,0.00047693599449557514,0.0010512693206212176,7.631017e-07,0.0007486236863769591,-0.001968049444258213,-0.004520980175584555
69,modified_langevin,0.0007740802713669837,0.00032648530718708095,0.0004879032818811,0.0010602572608528673,7.591821e-07,0.0007241675048135221,-0.001997152576223016,-0.004576667211949825
70,modified_langevin,0.0008096977311652154,0.0002856806066477357,0.000559287638688671,0.0010601078236417596,6.7329887e-07,0.0007783754845149815,-0.0019514106679707766,-0.0046414341777563095
71,modified_langevin,0.0008077269594650716,0.0002573085689358293,0.0005821860545422592,0.001033267864387884,7.0488596e-07,0.000726598605979234,-0.0020393109880387783,-0.004760839510709047
72,modified_langevin,0.0008307397773023694,0.00027519212693054637,0.0005895232426481042,0.0010719563119566348,7.9519015e-07,0.0007516938494518399,-0.002091420814394951,-0.004830164834856987
73,modified_langevin,0.000829860201338306,0.00028512208932911513,0.0005799396708766519,0.0010797807317999603,7.973045e-07,0.000816172978375107,-0.002095223870128393,-0.004990039858967066
74,modified_langevin,0.0008418112178333103,0.0003179890435505633,0.0005630815317814637,0.001120540903885157,8.089487e-07,0.0007963898242451251,-0.0020816694013774395,-0.005083445925265551
75,modified_langevin,0.0008539772126823664,0.0003434820821022112,0.0005529018931059529,0.00115505253225878,8.8345354e-07,0.0008046917500905693,-0.0021367035806179047,-0.005110037978738546
76,modified_langevin,0.0008450554916635156,0.00033046686019859466,0.0005553885170872445,0.0011347224662397867,7.740034e-07,0.0008177298586815596,-0.0022020868491381407,-0.005239192862063646
77,modified_langevin,0.000865181558765471,0.00033922524999480515,0.0005678375170457551,0.001162525600485187,7.9147054e-07,0.0009164311923086643,-0.0021986409556120634,-0.005331147462129593
78,modified_langevin,0.0008783305529505014,0.00033929055429650687,0.0005809292694865169,0.001175731836414486,7.3780865e-07,0.0009916935814544559,-0.002174481749534607,-0.005459542851895094
79,modified_langevin,0.0008963170577771962,0.0003254569909689421,0.0006110414271980331,0.0011815926883563593,7.9457203e-07,0.0009995459113270044,-0.002133723348379135,-0.0054618786089122295
80,modified_langevin,0.0008896977989934385,0.00032637845349539217,0.0006036144708979139,0.0011757811270889631,7.5966796e-07,0.001106758019886911,-0.002135197864845395,-0.00563247874379158
